referecia;DESCRIPCION;VRCMP;VRVEN;PROVEEDOR;CNT;BODEGA
ABDIS135;ABREBANDAS DISCOVER 135;4919;7900;900219370;2;1
ABTAK110;ABREBANDAS TRASERO AKT 110;4919;7900;900219370;5;1
ABTAK125;ABREBANDAS TRASERO AKT 125S;4919;7900;900219370;5;1
ABTAKT125SL;ABREBANDAS TRASERO AKT 125SL;4919;7900;900219370;5;1
ABTAX100;ABREBANDAS TRASERO AX100;4919;7900;900219370;5;1
ABTBX100;ABREBANDAS TRASERO BOXER 100;4347;7000;900219370;4;1
ABTC100;ABREBANDAS TRASERO C100BIZ;4919;7900;900219370;2;1
ABTC100W;ABREBANDAS TRASERO C100 WAVE;4919;7900;900219370;2;1
ABTC70;ABREBANDAS TRASERO C70;4919;7900;900219370;3;1
ABTCD100;ABREBANDAS TRASERO CD100;4919;7900;900219370;3;1
ABTCRP110;ABREBANDAS TRASERO CRYPTON 110;4919;7900;900219370;3;1
ABTDIS125;ABREBANDAS TRASERO DISCOVER 125;4919;7900;900219370;2;1
ABTDR200;ABREBANDAS TRASERO DR 200;4919;7900;900219370;1;1
ABTDTK125;ABREBANDAS TRASERO DTK 125;4919;7900;900219370;2;1
ABTECO100;ABREBANDAS TRASERO ECO 100;4919;7900;900219370;4;1
ABTFR100;ABREBANDAS TRASERO FR 100;4919;7900;900219370;3;1
ABTGN125;ABREBANDAS TRASERO GN 125;4919;7900;900219370;2;1
ABTPL100;ABREBANDAS TRASERO PLATINO 100;4919;7900;900219370;1;1
ABTPLS180;ABREBANDAS TRASERO PULSAR 180;4919;7900;900219370;2;1
ABTRX115;ABREBANDAS TRASERO RX 115;4919;7900;900219370;4;1
ABTVVA115;ABREBANDAS TRASERO VIVA 115;4919;7900;900219370;3;1
ABTXL125;ABREBANDAS TRASERO  XL 125;4919;7900;900219370;2;1
ABTYBR125;ABREBANDAS TRASERO YBR125;4919;7900;900219370;2;1
AC10MM;ARANDELA COBRE 10MM;590;1000;900219370;20;1
AC14MM;ARANDELA COBRE 14MM;810;1500;900219370;20;1
AC5MM;ARANDELA COBRE 5MM;300;600;900219370;20;1
AC6MM;ARANDELA COBRE 6MM;425;1000;900219370;20;1
AC8MM;ARANDELA COBRE 8MM;540;1000;900219370;20;1
ACADV;ACEITE ADVANCE 4T SX 20M50 1/4 AXS;11800;20400;805005639;0;1
ACMT;ACEITE MOTUL 3000 20W 50 4T 1/4;17410;25400;805005639;12;1
ACRBRRS;ACRILICO DE BARRAS;6000;12000;79734278;13;1
ACSP;ACEITE SUPER MOBIL 20W50 4T CN 1/4;12150;20600;805005639;24;1
ACYM;ACEITE YAMALUBE 4T 20M50 LITRO;14833;22300;805005639;0;1
ACYM2T;ACEITE YAMALUBE 2T EN LITRO;14915;24200;805005639;12;1
ANTVBR;ANTI VIBRANTES;4000;8000;79734278;5;1
ASCXL125;ANILO SIJETADOR CATALIA XL 125;2900;4700;900219370;10;1
BAT12N;BATERIA 12N 74A GN125;41753;64800;805005639;1;1
BATAKT;BATERIA AKT125 PILA SECA;34650;55600;805005639;2;1
BBDIR;BOMBILLO DIRECCIONAL 12V;295;600;805005639;20;1
BBFRLA;BOMBILLO FAROLA FS80 12V 35/35M HALOGENO;1080;2200;805005639;10;1
BBFRVSP;BOMBILLO FAROLA VESPA 12 V/SUMA 80 AZUL;1650;3400;805005639;10;1
BBHLGMA;BOMBILLO HALOGENO 12/25 RX/TSZ;1295;2500;805005639;10;1
BBKMX;BOMBILLO KMX 1235 PUNTA NEGRA;1760;3400;805005639;20;1
BBSTP;BOMBILLO STOP 12V 32 CP;390;800;805005639;30;1
BBTNBL;BOMBILLO TABLERO TIPO BALLONET XX12V;185;500;805005639;30;1
BDAX;BANDAS AX/FR/BOXER/XCD/CBI/ SAKURA;6945;10300;805005639;20;1
BDBWS;BANDAS BWS-125 4T CBI;9360;14100;805005639;5;1
BDFS;BANDAS FS/V80/YB/RX100-115/ CBI;6800;10200;805005639;10;1
BDLRG;BUJIA DENSO LARGA W24ES/W20XR;3000;4500;805005639;10;1
BDTRFZ;BANDAS TRASERAS FZ-16/YBR125 CBI;7100;35500;805005639;5;1
BDU22FS;BUJIA DENSO U22FS/C70/BOXER/SPLENDOR/VIVA;3780;5600;805005639;30;1
BDU24S;BUJIA DENSO U24ES/PULSAR/GN/DISCOVER 135;4675;6900;805005639;10;1
BDX24S;BUJIA DENSO X24S/XL/GL145/CB125;3080;4500;805005639;10;1
BDXL;BANDAS XL-TRIAL/CD/ECO DELUX/ TRA CBF;7510;11500;805005639;7;1
BDXRT;BUJIA DENSO CORTA W22FS/W20FP;3000;4500;805005639;10;1
BJAM10MM;BUJE AMORTIGUADOR TRASERO 10MM;800;1500;900219370;10;1
BJAM12MM;BUJE AMORTIGUADOR TRASERO 12MM;840;1600;900219370;10;1
BJDEPBALTRAVVA115;BUJE SEPARADOR BALINERA TRASERA VIVA 115;1575;3000;900219370;5;1
BJPNRX115;BUJE PIÑOM SALIDA RX 115;2100;3400;900219370;3;1
BJPNSALAX100;BUJE PIÑON SALIDA AX 100;2100;3400;900219370;3;1
BJPNSALBX100;BUJE PIÑON SALIDA BOXER 100;2100;3400;900219370;3;1
BJPNSALDTK125;BUJE PIÑON SALIDA DTK 125;2100;3400;900219370;3;1
BJPRAKT125;BUJE PORTACATALINA AKT 125 EVO;4653;7500;900219370;1;1
BJPRAKT125S;BUJE PORTACATALINA AKT 125S;4653;7500;900219370;2;1
BJPRAX100;BUJE PORTACATALINA AX 100;3003;4800;900219370;3;1
BJPRBES125;BUJE PORTACATALINA BEST 125;3003;4800;900219370;1;1
BJPRBX100;BUJE PORTACATALINA BOXER 100;6006;9600;900219370;2;1
BJPRC100BZ;BUJE PORTACATALINA C 100 BIZ;2194;3500;900219370;1;1
BJPRC70;BUJE PORTACATALINA C70;5660;8900;900219370;1;1
BJPRCB110;BUJE PORTACATALINA CB 110;2888;4600;900219370;1;1
BJPRCBF125;BUJE PORTACATALINA CBF125;10164;16300;900219370;1;1
BJPRCBF150;BUJE PORTACATALINA CBF 150;10395;16600;900219370;1;1
BJPRCBZ160;BUJE PORTACATALINA CBZ160;10395;16500;900219370;1;1
BJPRCRY;BUJE PORTACATALINA CRYPTON;5891;9400;900219370;1;1
BJPRFR80;BUJE PORTACATALINA FR80;5891;9400;900219370;1;1
BJPRGN125;BUJE PORTACATALINA GN 125;4043;6400;900219370;1;1
BJPRLIB110;BUJE PORTACATALINA LIBERO 110;2656;4300;900219370;1;1
BJPRRX100;BUJE PORTACATALINA RX 100 A;6122;9400;900219370;1;1
BJPRRX115;BUJE PORTACATALINA RX 115;5891;9200;900219370;2;1
BJPRV80;BUJE PORTACATALINA V80;5891;9200;900219370;1;1
BJPRVVA115;BUJE PORTACATALINA VIVA 115;3003;4800;900219370;1;1
BJPRYBR125;BUJE PORTACATALINA YBR 125;4158;6500;900219370;1;1
BJSEPBABFR80;BUJE SEPARADOR BABERO FR 80;1150;2000;900219370;5;1
BJSEPBALDELAX100;BUJE SEPARADOR BALINERA DELANTERA AX 100;2100;3800;900219370;2;1
BJSEPBALDELDTK125;BUJE SEPARADOR BALINERA DELANTERA DETK 125;3675;5800;900219370;2;1
BJSEPBALDELECO100;BUJE SEPARADOR BALINERA DELANTERA ECO 100;2730;4300;900219370;2;1
BJSEPBALDELFR80;BUJE SEPARADOR BALINERA DELANTERA FR80;2100;3400;900219370;2;1
BJSEPBALDELRX115;BUJE SEPARADOR BALINERA DELANTERA RX 115;3675;5800;900219370;2;1
BJSEPBALTRAC70;BUJE SEPARADOR BALINERA TRASERA C70;1575;2500;900219370;3;1
BJSEPBALTRADTK125;BUJE SEPARADOR BALINERA TRASERA DTK 125;6500;9800;900219370;3;1
BJSEPBALTRAECO100;BUJE SEPARADOR BALINERA TRASERA ECO100;2940;4800;900219370;3;1
BJSEPBALTRAFR80;BUJE SEPARADOR BALINERA TRASERA V80;2625;4300;900219370;2;1
BJSEPBALTRAGN125;BUJE SEPARADOR BALINERA TRASERA GN125;4200;6700;900219370;2;1
BJSEPBALTRAKT125;BUJE SEPARADOR BALINERA TRASERA AKT125 FLEX ;2625;4200;900219370;2;1
BJSEPBALTRARX115;BUJE SEPARADOR BALINERA TRASERA RX 115;1575;3000;900219370;3;1
BJSEPBALTRBEST125;BUJE SEPARADOR BALINERA TRASERA BEST 125;2730;4300;900219370;2;1
BJSEPBALTRBX100;BUJE SEPARADOR BALINERA TRASERA BOXER 100;2940;4700;900219370;3;1
BJSEPBALTRC90;BUJE SEPARADOR BALINERA TRASERA C90;1575;2500;900219370;3;1
BJSEPRUDELAX100;BUJE SEPARADOR RUEDA DELANTERA AX100;1575;3000;900219370;5;1
BJSEPRUDELC70;BUJE SEPARADOR RUEDA DELANTERA C70;2310;3800;900219370;3;1
BJSEPRUDELC90;BUJE SEPARADOR RUEDA DELANTERA C90;2310;3696;900219370;3;1
BJSEPRUDELECO100;BUJE SEPARADOR RUEDA DELANTERA ECO100;2600;4800;900219370;3;1
BJSEPRUDELFR80;BUJE SEPARADOR RUEDA DELANTERA FR80;1575;3000;900219370;3;1
BJSEPRUTRDAX100;BUJE SEPARADOR RUEDA TRASERA DERECHA AX 100;3255;6200;900219370;5;1
BJSEPRUTRDBX100;BUJE SEPARADOR RUEDA TRASERA DERECHA BOXER 100;3550;7200;900219370;3;1
BJSEPRUTRDECO;BUJE SEPARADOR RUEDA TRASERA DERECHA ECO DELUXE;3000;5900;900219370;3;1
BJSEPRUTRIEAX100;BUJE SEPARADOR RUEDA TRASERA IZQUIERDA AX100;2200;4600;900219370;3;1
BJSEPRUTRIECO;BUJE SEPARADOR RUEDA TRASERA IZQUIERDA ECO DELUXE;2800;5200;900219370;3;1
BJSEPRUTRIRX115;BUJE SEPARADOR RUEDA TRASERA IZQUIERDA RX 115;3255;6200;900219370;3;1
BJSPBALDELBX100;BUJE SEPARADOR BALINERA DELANTERA BOXER 100;2730;4400;900219370;2;1
BJSPBALTRAX100;BUJE SEPARADOR BALINERA TRASERA AX100;2625;4200;900219370;5;1
BNDSC70;BANDAS C70/BEST/ACTIVE/LEAD SAKURA;6500;9700;805005639;10;1
BNDSC90;BANDAS C90/XL/AKT110-125/NXG TRAS;6900;10800;805005639;20;1
BPAKT125NK;BARRA PORTABANDA AKT 125 NKD;3500;5600;900219370;3;1
BPAKT125S;BARRA PORTABANDA AKT 125 S;3500;5600;900219370;3;1
BPAX115;BARRA PORTABANDA AX 115;3500;5600;900219370;3;1
BPBX100;BARRA PORTABANDA BOXER 100;3500;5600;900219370;3;1
BPC100;BARRA PORTABANDA C100 WAVE;3500;5600;900219370;2;1
BPCB110;BARRA PORTABANDA CB 110;3500;5600;900219370;2;1
BPCD100;BARRA PORTABANDA CD 100;3500;5600;900219370;2;1
BPCRY110;BARRA PORTABANDA CRYPTON 110;3500;5600;900219370;2;1
BPDIS125;BARRA PORTABANDA DISCOVER 125;3500;5600;900219370;1;1
BPDIS135;BARRA REPOSAPIE DISCOVER 135 SUPREME;25064;38000;900219370;1;1
BPDR200;BARRA PORTABANDA DR 200;3500;5600;900219370;1;1
BPEC100;BARRA PORTABANDA ECO 100;3500;5600;900219370;2;1
BPFR80;BARRA PORTABANDA FR 80;2900;4600;900219370;1;1
BPLIB110;BARRA PORTABANDA LIBERO 110;3500;5600;900219370;1;1
BPPULS180;BARRA PORTABANDA PULSAR 180;3500;5600;900219370;1;1
BPRX115;BARRA PORTABANDA RX 115;3500;5600;900219370;2;1
BPST125;BARRA PORTABANDA STORM 125;3500;5600;900219370;1;1
BPTS125;BARRA PORTABANDA TS 125;3500;5600;900219370;1;1
BPV80;BARRA PORTABANDA V80;2900;4600;900219370;1;1
BPVVA115;BARRA PORTABANDA VIVA 115;3500;5600;900219370;2;1
BPXCD125;BARRA PORTABANDA XCD 125;3500;5600;900219370;1;1
BPXL125;BARRA PORTABANDA XL 125;3500;5600;900219370;1;1
BRAKT100;BARRA REPOSAPIE AKT 100;23678;37000;900219370;1;1
BRAKT125S;BARRA REPOSAPIE AKT 125S;22176;35500;900219370;2;1
BRAX100;BARRA REPOSAPIE AX 100;23678;37000;900219370;2;1
BRBEST125;BARRA REPOSAPIE BEST 125;22550;35000;900219370;1;1
BRBXR100;BARRA REPOSAPIE BOXER 100;27720;43300;900219370;1;1
BRC100BZ;BARRA REPOSAPIE C 100 BIZ;26649;42600;900219370;1;1
BRC100W;BARRA REPOSAPIE C100 WAVE;27143;43500;900219370;1;1
BRC70;BARRA REPOSAPIE C70;22176;34000;900219370;1;1
BRC90;BARRA REPOSAPIE C 90;22522;35800;900219370;1;1
BRCRYP110;BARRA REPOSAPIE CRYPTON 110;22550;36200;900219370;1;1
BRDIS100;BARRA REPOSAPIE DISCOVER 100+;15500;24800;900219370;1;1
BRDIS125;BARRA REPOSAPIE DISCOVER 125 SUPREME;25064;38000;900219370;1;1
BRFR80;BARRA REPOSAPIE FR 80;22292;35600;900219370;1;1
BRLIB110;BARRA REPOSAPIE LIBERO 110;33638;51200;900219370;1;1
BRLIB125;BARRA REPOSAPIE LIBERO 125;35000;54500;900219370;1;1
BRPLA;BATERIA PILA GM 5A3 VIVAX/CRYPTON SELLADA;31715;50800;805005639;4;1
BRPLA100;BARRA REPOSAPIE PLATINO 100;27720;43200;900219370;1;1
BRRX115;BARRA REPOSAPIE RX 115;24833;39800;900219370;2;1
BRV80;BARRA REPOSAPIE V80;21252;33600;900219370;1;1
BRVIV115;BARRA REPOSAPIE VIVA 115;25930;39800;900219370;1;1
BRYBR125;BARRA REPOSAPIE YBR 125;33148;49800;900219370;1;1
BT;BARRAS TELESCOPICAS AK110S PAR;33840;50700;805005639;1;1
BT12M;BATERIA 12MF9 SECA PULSAR 2 MAGNA SUN;45286;65300;805005639;1;1
BTAMS;BATERIA BWS;32604;52300;805005639;2;1
BTAX;BARRAS TELESCOPICAS AX100 PAR;22200;33300;805005639;1;1
BTBX;BARRAS TELESCOPICAS BOXER/PLATINO/WIND;39300;58900;805005639;1;1
BTECO;BARRAS TELESCOPICAS ECO100/DELUXE/SPLENDOR;38570;57800;805005639;1;1
BTRX;BARRAS TELESCOPICAS RX115/RX/LIBERO 110-INDIA;35501;53200;805005639;1;1
BTTX;BATERIA TX 4L-BS AXI/C90/KMX/TS/C100BIZ;26565;42600;805005639;2;1
BTTY25;BATERIA TY2,5 BOXER/CD/XLR/ECO SECA;17860;28600;805005639;3;1
BTYTX;BATERIA YTX7 CT250/YBR250;40868;65400;805005639;1;1
BTYTXZA;BATERIA YTX7A-BS CARGA SECA SCOTER;38081;61000;805005639;2;1
BUVARFRUN;BULON VARILLA DE FRENO UNIVERSAL;630;1400;900219370;15;1
CACRDTK125;CAUCHO ARAÑA CLUTCH CON REMACHE DTK 125;5100;9600;900219370;2;1
CACREMAX100;CAUCHO ARAÑA CLUTCH CON REMACHE AX 100;5100;9600;900219370;2;1
CACRRX100;CAUCHO ARAÑA CLUTCH CON REMACHE RX 100;5100;4080;900219370;1;1
CAPBJIA;CAPUCHON BUJIA UNIVERSAL;975;1800;805005639;10;1
CATDXL125;CAUCHO ACOPLE TANQUE GASOLINA DELANTERO XL 125;1100;2200;900219370;6;1
CATGASDBX100;CAUCHO ACOPLE TANQUE GASOLINA DELANTERO BOXER 100;2200;4200;900219370;6;1
CATGDDTK125;CAUCHO ACOPLE TANQUE GASOLINA DELANTERO DTK 125;2200;4200;900219370;6;1
CATGDRX115;CAUCHO ACOPLE TANQUE GASOLINA DELANTERO RX 115;1500;2900;900219370;6;1
CATLBX100;CAUCHO ACOPLE TAPA LATERAL BOXER 100;320;800;900219370;20;1
CATLDTK125;CAUCHO ACOPLE TAPA LATERAL DTK 125;270;800;900219370;20;1
CATLRX115;CAUCHO ACOPLE TAPA LATERAL RX 115;270;800;900219370;20;1
CATQGSDEAX100;CAUCHO ACOPLE TANQUE GASOLINA DELANTERO AX 100;1250;2500;900219370;6;1
CATRSEREUN;CALAPIE TRASERO SENCILLO REDONDO X2 UNIVERSAL;4000;7800;900219370;10;1
CATRX100;CAUCHO ACOPLE AMORTIGUADOR TRASERO RX 100;550;1000;900219370;20;1
CAUCHEXOS;CAUCHOS EXOSTOS;400;8000;79734278;20;1
CAUHSURTI;CAUCHOS SURTIDOS;3200;7000;79734278;38;1
CBAKT125;CORREA BATERIA AKT 125S;2150;4300;900219370;5;1
CBL;CORREA BATERIA LARGA;1150;2300;900219370;5;1
CBMED;CORREA BATERIA MEDIANA;1050;2100;900219370;5;1
CBTC90;ABREBANDAS TRASERO C90;4919;7900;900219370;3;1
CCAX100;CAUCHO COJIN AX 100;850;1600;900219370;15;1
CCEDTK125;CAUCHO CONECTOR EXOSTO DTK 125;1610;3200;900219370;2;1
CCEFR80;CAUCHO CONECTOR EXOSTO FR80;1800;3400;900219370;2;1
CCETS125;CAUCHO CONECTOR EXOSTO TS 125;1610;3200;900219370;2;1
CCRX115;COLA CROMADA RX 115;15000;28200;900219370;1;1
CFAAX100;CAUCHO FILTRO AIRE AX 100;2680;4800;900219370;5;1
CFADTK125;CAUCHO FILTRO AIREDTK 125;2680;4800;900219370;3;1
CFAFR80;CAUCHO FILTRO AIRE FR 80;5000;9800;900219370;2;1
CFARX100;CAUCHO FILTRO AIRE RX 100;2680;4800;900219370;1;1
CFAS125;CAUCHO FILTRO AIRE TS125Z;2680;4800;900219370;1;1
CFATS125;CAUCHO FILTRO AIRE TS 125Z;2680;4800;900219370;1;1
CHDECO100;CAUCHO HORQUILLA DIRECCIO JGO X4 ECO 100;3000;5800;900219370;10;1
CHESC;CHALEC ESCOLTA;10000;20000;94373107;7;1
CHGAL;CHALECO GALACTICO;10000;20000;94373107;3;1
CHHUR;CHALECO HURACAN;35000;60000;1144184732;6;1
CHPRT;CHAQUETA PROTECCION;63000;110000;1144184732;4;1
CHSDFS;CAUCHOS DEFENSAS;2000;4000;79734278;4;1
CNGRS;CANGUROS;15000;25000;79734278;3;1
CP;CAPAS;14000;25000;1144184732;18;1
CPCUNI;CAUCHO PALANCA CAMBIO UNIVERSAL;410;800;900219370;10;1
CPEDTK125;CAUCHO PATADA ENCENDIDO DTK 125;1000;1800;900219370;10;1
CPENRX100;CAUCHO PATADA ENCENDIDO RX 100;1000;1800;900219370;10;1
CRACAKT125SL;CARRIL ACELERADOT AKT 125SL;1290;2500;900219370;5;1
CRACAX100;CARRIL ACELERADOR AX 100;1100;2300;900219370;5;1
CRACBWS100;CARRIL ACELERADOR BWS 100;1290;2500;900219370;5;1
CRACBWS125;CARRIL ACELERADOR BWS 125;1290;2500;900219370;5;1
CRACBX100;CARRIL ACELERADOR BOXER 100;1250;2400;900219370;5;1
CRACC90;CARRIL ACELERADOR C90;1050;2200;900219370;5;1
CRACCRY110;CARRIL ACELERADOR CRYPTON 110;1100;2200;900219370;5;1
CRACDIS125;CARRIL ACELERADOR DISCOVER 125;1290;2500;900219370;5;1
CRACDTK125;CARRIL ACELERADOR DTK 125;1100;2200;900219370;5;1
CRACDTK175;CARRIL ACELERADOR DTK 175 FD;1290;2500;900219370;5;1
CRACECO100;CARRIL ACELERADOR ECO 100;1290;2500;900219370;5;1
CRACELAKT110;CARRIL ACELERADOR AKT 110;1250;2500;900219370;5;1
CRACELAKT125S;CARRIL ACELERADOR AKT 125S;1290;2500;900219370;5;1
CRACFZ16;CARRIL ACELERADOR FZ 16;1100;2100;900219370;3;1
CRACGN125;CARRIL ACELERADOR GN 125;1290;2500;900219370;5;1
CRACGS125;CARRIL ACELERADOR GS 125;1290;2500;900219370;2;1
CRACKW100;CARRIL ACELERADOR KW100;1050;2200;900219370;2;1
CRACLIB110;CARRIL ACELERADOR LIBERO 110;1050;2200;900219370;3;1
CRACPLS200;CARRIL ACELERADOR PULSAR 200 NS;1050;2200;900219370;3;1
CRACPLS220;CARRIL ACELERADOR PULSAR 220;1050;2200;900219370;3;1
CRACRX1115;CARRIL ACELERADOR RX 115 MN;1100;2200;900219370;5;1
CRACRX115MV;CARRIL ACELERADORRX 115 MV;1050;2200;900219370;5;1
CRACSPL100;CARRIL ACELERADOR SPLENDOR 100;1290;2500;900219370;2;1
CRACTS125;CARRIL ACELERADOR TS 125Z;1400;2600;900219370;2;1
CRACV80;CARRIL ACELERADOR V80;1100;2200;900219370;2;1
CRACVVA115;CARRIL ACELERADOR VIVA 115;1290;2500;900219370;2;1
CRACXL125;CARRIL ACELERADOR XL 125;1290;2500;900219370;2;1
CRACYBR125;CARRIL ACELERADOR YBR 125;1100;2200;900219370;2;1
CRFRLA;CARENAJE Y FAROLA ECO DELUXE NEGRO;34200;56800;805005639;1;1
CSCRS;CASCO CROSS NACIONAL;23000;40000;94373107;5;1
CSVL2;CASCO VELTA 208;22000;35200;94373107;3;1
CSVLT;CASCO VELTA 903;50000;65000;94373107;18;1
CSXC003;CASCO XC 003;40000;55000;94373107;5;1
CSXC120;CASCO XC 120;25000;40000;94373107;12;1
CSXC208;CASCO XC 208;33000;45000;94373107;6;1
CSXC454;CASCO XC 454;29000;45000;94373107;12;1
CSXC9;CASCO XC 905;55000;75000;94373107;9;1
CSXCH;CASCO ICH 501;56000;85000;94373107;3;1
CSXTR;CASCO XTREME IRRA;18000;30000;94373107;5;1
CSXTRE;CASCO XTREME ECO;10000;18000;94373107;12;1
CTAX100;CAUCHO TORQUE AX100;8400;16000;900219370;2;1
CTDTK125;CAUCHO TORQUE DTK 125;9300;18200;900219370;2;1
CTER185;CAUCHO TORQUE ER 185;8500;16800;900219370;1;1
CTRX115;CAUCHO TORQUE RX 115;9200;17800;900219370;1;1
CTTS125;CAUCHO TORQUE TS 125Z;8500;16200;900219370;1;1
DBDT;BANDAS DT/YBR/LIBEROMV/GP/TSER/ELITE 250;7902;11900;900219370;10;1
DEFAGL;DEFENSA AGILITY;25000;45000;79734278;2;1
DEFALR;DEFENSA ALERON;30000;49000;79734278;10;1
DEFLJO;DEFENSA LUJO;30000;50000;79734278;18;1
DEFSNLJ;DEFENSA SIN LUJO;23000;35000;79734278;6;1
DFBWS;DEFENSA BWS;25000;45000;79734278;2;1
DMDTKA125;DESFOGE MOTOR DTK 125;2150;4500;900219370;5;1
DRBX;DIRECCIONAL BOXER CT NARANJA;3020;4500;805005639;8;1
DRDEL;DIRECCIONAL DELGADO DERECHO AK200;4350;6500;805005639;5;1
DRDELIZ;DIRECCIONAL DELGADO IZQUIERDO AK200;4350;6500;805005639;5;1
DRDELTR;DIRECCIONAL DELANTERO TRASERO RX100;2720;4500;805005639;12;1
DRECO;DIRECCIONAL ECO+DELUXE/TITAN/CBZ AMARIL;4280;6400;805005639;12;1
DRFLX;DIRECCIONAL FLEXIBLE MEDIANO AX115;2040;3100;805005639;12;1
DRPLS;DIRECCIONAL PULSAR BLANCO MULTIPARTES;6890;10300;805005639;4;1
EC38856;ESPARAGO CILINDRO 3/8X8X56;1000;1800;900219370;5;1
EC38862;ESPARAGO CILINDRO 3/8X8X62;1000;1800;900219370;5;1
EC66115;ESPARAGO CILINDRO 6X6X115;725;1800;900219370;5;1
EC66125;ESPARAGO CILINDRO 6X6X125;900;1800;900219370;5;1
EC66130;ESPARAGO CILINDRO 6X6X130;950;1800;900219370;5;1
ECLJO;ECO LUJO;30000;45000;79734278;4;1
ECTPCRM;ECO TIPO CROMADA;25000;40000;79734278;1;1
ECTPNG;ECO TIPO NEGRA;20000;35000;79734278;1;1
ED AKT200;EJE DELANTERO AKT 200;4410;8000;900219370;2;1
ED YBR 125;EJE DELANTERO YBR 125;5775;9800;900219370;1;1
EDACT110;EJE DELANTERO ACTIVE 110;4190;7900;900219370;2;1
EDAKT100;EJE DELANTERO AKT 100;4190;7900;900219370;2;1
EDAKT110;EJE DELANTERO AKT 110;4190;7900;900219370;2;1
EDAKT110SM;EJE DELANTERO AKT 110 SMART;4190;7900;900219370;2;1
EDAKT125EV;EJE DELANTERO AKT 125 EVO;4190;7900;900219370;2;1
EDAKT125NE;EJE DELANTERO AKT 125 NE;4190;7900;900219370;2;1
EDAKT125NK;EJE DELANTERO AKT 125 NKD;4190;7900;900219370;2;1
EDAKT125S;EJE DELANTERO AKT 125S;4190;7900;900219370;2;1
EDAKT125SL;EJE DELANTERO AKT 125SL;4190;7900;900219370;2;1
EDAKT150EV;EJE DELANTERO AKT 150 EVO;4190;7900;900219370;2;1
EDBES125;EJE DELANTERO BEST 125;4190;7900;900219370;2;1
EDBOX100;EJE DELANTERO BOXER 100;4190;7900;900219370;2;1
EDBWS100;EJE DELANTERO BWS 100;4190;7900;900219370;2;1
EDBWS125;EJE DELANTERO BWS 125;4410;8000;900219370;2;1
EDC100;EJE DELANTERO C100 BIZ;4190;7900;900219370;2;1
EDC100W;EJE DELANTERO C100 WAVE;4190;7900;900219370;2;1
EDC70;EJE DELANTERO C70;3940;7400;900219370;2;1
EDC90;EJE DELANTERO C90;3940;7400;900219370;2;1
EDCB110;EJE DELANTERO CB 110;4190;7900;900219370;2;1
EDCB150IN;EJE DELANTERO CB 150 INVICTA;4190;7900;900219370;2;1
EDCBF125;EJE DELANTERO CBF 125;4190;7900;900219370;2;1
EDCBF150;EJE DELANTERO CBF 150;4190;7900;900219370;2;1
EDCBZ160;EJE DELANTERO CBZ 160;4190;7900;900219370;1;1
EDCD100;EJE DELANTERO CD 100;4190;7900;900219370;2;1
EDCHAPY;EJE DELANTERO CHAPPY;4190;7900;900219370;1;1
EDCRYP110;EJE DELANTERO CRYPTON 110;4190;7900;900219370;2;1
EDDIS125;EJE DELANTERO DISCOVER 125;4190;7900;900219370;1;1
EDDTK125FD;EJE DELANTERO DTK 125 FD;5775;9800;900219370;2;1
EDECO100;EJE DELANTERO ECO 100;4190;7900;900219370;2;1
EDFZ16;EJE DELANTERO FZ 16;7560;12096;900219370;1;1
EDGN125;EJE DELANTERO GN 125;4190;7900;900219370;2;1
EDGS125;EJE DELANTERO GS 125;4190;7900;900219370;1;1
EDKMX;EJE DELANTERO KMX;4190;7900;900219370;1;1
EDLIB110;EJE DELANTERO LIBERO 110;4190;7900;900219370;1;1
EDNXRBR125;EJE DELANTERO NXR BROSS 125;4190;7900;900219370;1;1
EDPL100;EJE DELANTERO PLATINO 100;4190;7900;900219370;1;1
EDPL125;EJE DELANTERO PLATINO 125;4190;7900;900219370;1;1
EDPLS135;EJE DELANTERO PULSAR 135;4190;7900;900219370;2;1
EDPLS180;EJE DELANTERO PULSAR 180;4190;7900;900219370;2;1
EDPLS200;EJE DELANTERO PULSAR 200 NS;4190;7900;900219370;1;1
EDRX100;EJE DELANTERO RX 100;4190;7900;900219370;2;1
EDRX100A;EJE DELANTERO RX 100A;4190;7900;900219370;2;1
EDRX115;EJE DELANTERO RX 115;4190;7900;900219370;2;1
EDRX115MN;EJE DELANTERO RX 115 MN;5775;9300;900219370;2;1
EDSPL100;EJE DELANTERO SPLENDOR 100;4190;7900;900219370;1;1
EDSPLFD;EJE DELANTERO SPLENDOR FD;4190;7900;900219370;1;1
EDSTR125;EJE DELANTERO STORM 125;4190;7900;900219370;1;1
EDTS125;EJE DELANTERO TS 125Z;4190;7900;900219370;1;1
EDTSZ125FD;EJE DELANTERO TSZ 125 FD;4190;7900;900219370;1;1
EDV80;EJE DELANTERO V80;3940;7400;900219370;2;1
EDVVA115;EJE DELANTERO VIVA 115;4190;7900;900219370;1;1
EDVVAX115;EJE DELANTERO VIVAX 115;4190;7900;900219370;1;1
EDXCD125;EJE DELANTERO XCD 125;4190;7900;900219370;1;1
EDXL125;EJE DELANTERO XL 125;4190;7900;900219370;1;1
EDXLR125;EJE DELANTERO XLR 125;4190;7900;900219370;1;1
EE6630;ESPARAGO EXOSTO 6X6X30;415;1000;900219370;5;1
